TYPOS,TYPOGRAPHY,GRAMMAR,REDUNDANCY,essay_id,c1,essay_as_single_utf8_string,prompt,total_error_count,word_count,sentence_count,PUNCTUATION,SHORTEN_IT,COMPOUNDING,MISSPELLING,CASING,STYLE,SYNTAX,REPETITIONS,MULTITOKEN_SPELLING,CONFUSED_WORDS,CLARITY,FORMAL,WIKIPEDIA,OBJECTIVE,CONTRACTIONS,MISC,ACADEMIC
0,0,2,0,75,200,"Na obra ""Utopia"", do escritor inglês Thomas More, é retratada uma sociedade perfeita, na qual o corpo social padroniza-se pela ausência de conflitos e problemas. No entanto, o que se observa na realidade contemporânea é o oposto do que o autor prega, uma vez que o parto humanizado apresenta barreiras, as quais dificultam a concretização dos planos de More. Esse cenário antagônico é fruto tanto da violência obstétrica, quanto do excesso de parto cesáreo sem necessidade. Diante disso, torna-se fundamental a discussão desses aspectos, a fim do pleno funcionamento da sociedade. Primeiramente, é fulcral pontuar que a violência obstétrica deriva da baixa atuação do setores governamentais, no que concerne à criação de mecanismos que coíbam tais recorrências. Segundo o pensador Thomas Hobbes, o Estado é responsável por garantir o bem-estar da população, entretanto, isso não ocorre no Brasil. Devido à falta de atuação das autoridades, a violência obstétrica retrocede o desenvolvimento do parto humanizado que, por sua vez, empodera a mulher, prioriza e promove à saúde, e garante o livre exercício dos direitos sexuais e reprodutivos da mulher. Desse modo, faz-se mister a reformulação dessa postura estatal de forma urgente. Ademais, imperativo ressaltar que o excesso de parto cesáreo sem necessidade com promotor do problema. Partindo desse pressuposto, muitos partos que poderiam ser realizados de forma natural, acabam sendo induzidos a cesariana sem necessidade que, por sua vez, faz com que a recuperação da mulher seja mais demorada e podendo desenvolver no bebê possíveis problemas respiratórios. Tudo isso retarda a resolução do empecilho, já que o excesso de parto cesáreo sem necessidade contribui para a perpetuação desse quadro deletério. Assim, uma intervenção faz-se necessário. Dessarte, com o intuito de militar o parto humanizado, necessita-se, urgentemente, que o Tribunal de Contas da União direcione capital que, por intermédio do Ministério da Saúde, será revestida em projetos que priorizam o parto humanizado e que tais eventos darão mais autoridade de escolha para a mulher durante o parto. Desse modo, atenuar-à-se, em médio e longo prazo, o impacto nocivo do parto humanizado, e a coletividade alcançará a Utopia de More, construindo uma sociedade mais tolerante e justa.",93,3,354,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,76,120,"Sempre vi a Presidente Dilma Rousseff uma líder omissa, a impressão que ela passava na maioria de seus discursos era de uma subordinada, nunca se comportou como líder pública, era como se estivesse na verdade guardando um lugar. Acho que esse foi o ponto de partida que os opositores usaram para começar a bombardear seu mandato, chegando à tentar aplicar o crime de responsabilidade o que a levaria até o impeachment. Não acredito que o impeachment da Presidente Dilma Rousseff salvará o Brasil. O que realmente faria à diferença, seria a punição à impunidade para todos os políticos corruptos no Brasil. Uma lei que realmente puna com prisões e os faça ressarcir desvios de dinheiro público e privado no país, talvez assim aja a esperança de um Brasil melhor.",39,2,129,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,77,160,"O uso de armas de fogo pela população civil é uma questão polêmica, envolvendo lados positivos e lados negativos. Atualmente, a lesgilação brasileira dificulta o acesso de armas de fogo pela população, embora como em qualquer outra situação, pessoas fora da lei acabam tendo acesso a armas. A restrição ou permissão de armas de fogo pelas pessoas poderia ser um ato de incitação ao crime, ou olhando por outro lado, seria uma maneira de dá segurança para uma grande parte da população brasileira. Nos dias atuais o que mais se vê nos noticiários são massacres realizados por pessoas com arma de fogo, e isso poderia ser enxergado (como sinal) de que algo está errado, ou seja, seria necessário dificultar o acesso das pessoas a armas de fogo, pois embora muitas pessoas poderiam usar para se defender, para manter-se em segurança, outras pessoas usariam de forma negativa, aumentando a taxa de criminalidade. Para ter posse de uma arma é necessário que haja treinamento específico do portador para saber usá-la, e haver o reconhecimento de o porquê aquela pessoa querer ter acesso a uma arma de fogo, sendo que as pessoas podem mentir em relação a isso, e tendo como resultado o aumento da violência, elevação da taxa de mortes, entre outros. Havendo a uma desorganização social. Observando que o lado de negativo da liberação de armas de fogo pela população é grave, é necessário que continue havendo dificuldade para as pessoas terem acesso a armas. Pois, é algo que põe em risco a vida de outras pessoas, e até mesmo do portador da arma. Portanto, o uso de armas pela população civil deve ser encarado como algo que não é fundamental para manter a organização social de uma população.",84,5,288,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,78,160,"Segundo a Organização das Nações Unidas – ONU “a problematização da criminalidade entre jovens no Brasil tangencia fatores sociais, econômicos, políticos e, acima de tudo, educacionais”. Logo, é uma questão sistêmica por agregar deficiências sérias nesses setores e influenciar uma realidade de descaso – desemprego, má distribuição de renda, educação básica questionável por apresentar baixos índices nas avaliações pelo Índice de Desenvolvimento da Educação Básica (Ideb) e outros. Portanto, é imprescindível que exista uma reavaliação governamental diante dessas linhas sociais, pois um Estado deficitário ocasiona um quadro injusto à população jovem. Com base nessas considerações, é perceptível que a solução ao impasse apresentado responde a uma governabilidade ruim, cuja gestão dos Ministérios existentes repercutem ações fracas e ineficientes para combater sistematicamente a criminalidade. Desse modo, não adianta abordar mudanças na educação à criança ou adolescente se distintos segmentos sociais (fatores citados a cima) mostram inúmeros desequilíbrios à sociedade. Além disso, precisa haver um diagnóstico de situações concretas, buscando reavaliar as principais circunstâncias que adjetivam essas injustiças sociais como, por exemplo, criminalizar de maneira mais enérgica os corruptos que saqueiam cofres públicos e, consequentemente, afetam inúmeras famílias que necessitam de uma educação para seus filhos e saúde de qualidade, bem como um emprego digno aos pais. Essas medidas ajudariam a construir um Brasil onde o jovem não precisaria sair da escola para procurar trabalho ou torná-los mais vulneráveis às drogas. Por último é necessário um Estado forte e comprometido com sua população, adequando gestões que façam a diferença em sociedade. Ademais, outras intervenções sociais podem ajudar a resolver o problema. O Ministério da Educação e seu etão ministro Ricardo Vélez Rodriguez, podem desenvolver uma parceria junto a grande média – rádios, televisão e jornais, a fim de criar um projeto social e informativo sobre os perigos da criminalidade entre jovens. Também, este mesmo projeto poderia premiar trabalhos que apresentassem temas ao combate à criminalidade com bolsas de estudos na melhores Universidades do País. Para tanto, realizando essas mudanças, um país mais justo desenvolveria pessoas mais éticas socialmente.",65,4,333,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,3,0,79,160,"Desafios do ensino à distância no Brasil. O Japão atualmente é referência em educação de qualidade, dispondo de um dos melhores sistemas de ensino à distância do mundo. Em contrapartida no Brasil, o ensino à distância não é uma realidade para muitos brasileiros. Dentre tantos fatores relevantes temos: o alto índice de desigualdade social e a falta de investimentos para que as instituições educacionais possam oferecer uma educação com mais qualidade e eficiência para os estudantes. Sabe-se que a implantação de uma ferramenta como a tecnologia na educação , atualmente, é crucial para o processo estudo-aprendizagem, caracterizada por uma didática mais dinâmica em comparação com a convencional. Mas não são todos que tem acesso a este recurso. De acordo dados estatísticos do IBGE , 20% da população brasileira não tem acesso internet, e 45 milhões de estudantes que pertencem a rede pública de educação correspondem a esta parcela da sociedade que não está conectada a esse espaço virtual. Por isso é imprescindível o livre acesso s plataformas digitais, a fim de implantar uma educação de qualidade todos. Ademais, a inserção do ensino à distância na educação pública será um desafio para o Estado, que deverá solucionar inúmeros problemas. A esse respeito, por exemplo, o instituto Datafolha divulgou dados que evidenciam que mais da metade do profissionais docentes de escolas públicas não se sentem preparados para lidar com o ensino à distância e não possuem afinidade com o mesmo . Logo, investimentos devem ser feitos nesse setor que representa uns dos principais pilares de qualquer sociedade, como disse o ativista e símbolo do movimento negro no mundo Nelson Mandela, “ A educação é arma mais poderosa que você pode usar para mudar o mundo”. Portanto, para efetivar uma educação de excelência no país é preciso que o Estado - órgão responsável- desenvolvam iniciativas sociais juntamente com empresas privadas de tecnologia e internet, por meio de doações ou a disponibilidade em baixo custo de aparelhos e banda larga para instituições públicas e famílias carentes, além de projetos de qualificação tecnológica acessíveis para os professores. Só assim, o ensino à distância será efetivado e a educação pública restaurada, beneficiando não só o setor da educação, mas também o Brasil de forma geral.",47,8,364,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,80,120,"Estatísticas recentes mostram um aumento de infecções sexualmente transmissíveis, principalmente na população mais jovem, ficando claro que as políticas de prevenção foram esquecidas. Há cerca de 30 anos quem era soropositivo sofria com a desinformação, os hospitais não possuíam rigor para as transfusões e tratamentos pouco eficazes. Esses fatores geravam grande preocupação entre as pessoas. Atualmente com o avanço das pesquisas, fluxo de informação, rigor nos hospitais e melhores tratamentos a sociedade está menos preocupada , não se importando com a prevenção, e isso tem provocado o aumento de doenças sexualmente transmissíveis , elas adquirindo resistência aos antibióticos dificultando ainda mais os tratamentos. Considerando o que foi exposto é necessário que esses novos surtos sejam expostos à população, falar das dificuldades nos tratamentos, debater o tema nas escolas e fazer publicidade sobre o assunto para não regredirmos 30 anos.",70,2,137,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,3,0,81,120,"A criação da internet, na quarta revolução industrial foi vista como um marco de progresso na história, no olhar de muitos o mundo ta em constate evolução. Entretanto, as pessoas utilizam ela de forma erronea, ou seja, ao invés de manuseá-la como instrumento de pesquisas, comunicação, acabam fazendo dela um verdadeiro campo de batalha. Disseminando o ódio como também atacando as pessoas, demonstrando assim que o físico Albert Eisten, não estava errado quando nos mostra que “Tornou-se aterradoramente claro que a nossa tecnologia ultrapassou a nossa Humanidade"". Nas eleições presidenciais do Brasíl, no ano de 2018, foi comum ver pessoas com ideologias distintas, tratando uma as outras como verdadeiros inimigos, não apenas utilizando palavras de baixo calão para comunicar-se com o outro, mas também fazendo jogos psicológicos que deixam as pessoas ofendidas. Mostrando assim, como a tecnologia, quando empregada por pessoas que não contém respeito com os demais, acaba tornando-se uma grande adversária da população. Sem contar ainda , a maneira que através de perfis fakes ou até mesmo originais, pratica-se os mais diversos tipos de preconceitos, mostrando como sentem-se superiores aos demais. Acreditando que sua cultura, costumes e tradições sejam melhores que a dos outros. Esquecendo, que apesar de vivenciar um mundo que segundo Bauman , está cada vez mais líquido, onde pessoas, relacionamentos e raízes são deixadas de lado o tempo todo. As palavras, são guardadas e acabam deixando pessoas depressivas bem como destinadas à cometer o suicídio. Sendo assim, uma vez que acredita-se que a educação é primordial para transformação do ser humano como do mundo pode-se através dela formar pessoas que saibam respeitar umas as outras e que aprendam a fazer do meio de comunicação o seu aliado. A mídia com auxílio do governo devem conscientizar a população através de propagandas direcionadas ao uso correto da internet e do bem estar social.",62,13,304,11,2,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0
3,0,2,2,82,160,"A telenovela brasileira ""Carrossel"", exibida entre 2012 e 2013 no canal SBT (sistema brasileiro de televisão), tinha como missão entreter um público que era considerado carente de bons produtos televisivos: as crianças e os pré-adolescentes. Para isso tratou de temas comuns a essa idade, como bullyng, educação e a questão primeiro ""Crush"". Devido a boa repercussão. tanto do público, como da mídia, a emissora responsável decidiu manter essa grade e apostou em outras história do gênero. Atualmente ainda é possível acessar bons conteúdos pelas diferentes plataformas digitais, entretanto, com o ritmo musical do funk cada vez mais em alta nota-se uma falta de pudor e de responsabilidade em impor criança em situações eróticas. É mister que o aparato estatal junto da sociedade criem um projeto de lei que impeça tais atos de apelação. Primordialmente, vale ressaltar a grande repercussão e o alcance nacional que crianças tidas como ""MC's"" tem obtido, gerando o desejo de outras em seguir nessa área, mesmo muitas vezes sem ter talento necessário. Segunda uma pesquisa realizada pelo programa jornalístico ""Domingo Espetacular"" entre os anos de 2015 e 2019 subiu o número de pais interessados em investir na carreira de ""MC"" dos seus filhos, muito em consequência pelo mérito recebido de outros ""artistas"", como Kevinho, Anitta, Biel e etc., já que ambos também surgiram com status de pobreza e ainda crianças, o problema, ainda segundo a reportagem, é a exposição que isso gera, fazendo com que crianças falem letras adultas e exponha seu corpo mesmo sem ela totalmente desenvolvido. Destarte, destaca-se também o grande sucesso das redes sociais e possibilidade de gerar renda através de tais mídias, despertando a ganancia dos pequenos. De acordo com o portal ""Psicólogos na educação"" haverá uma crescente de crianças com contas no universo digital, seja por causa da diversão como por querer de qualquer forma aparecer, mesmo sem o consentimento dos pais. Em consonância a isso é possível destacar o episódio da atriz Larissa Manuela, no qual ela foi a um programa de tevê e mostrou atitudes inadequadas à sua idade. Portanto, urge que o governo junto a redes socioeducativas criem um documentário que aponte os perigos e consequências de colocar crianças para serem adultas antes do tempo, criando uma seleção de relatos reais de pais, psicólogos, professores e outros cidadãos menores de idade, para assim comprovar o quão nefasto pode ser erotizar o universo infantil. Com tais ações, será solucionada essa problemática.",87,11,403,13,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,83,120,"A liberdade de expressão: é um direito de se expressar sem qualquer censura. Porém, tem que se ter o devido cuidado, para não entrar em conflito com o direito à privacidade, direito esse, que protege as pessoas de terem suas intimidades expostas. O direito à liberdade de expressão, é protegido pela Declaração Universal dos Direitos Humanos, de 1948, segundo o artigo XIX: ""Todo ser humano tem direito à liberdade de opinião e expressão; este direito inclui a liberdade de, sem interferência, ter opiniões e de procurar, receber e transmitir informações e ideias por quaisquer meios e independentemente de fronteiras"". É um direito importante, para qualquer país democrático, e deve ser respeitado. Mas o direito à ter sua privacidade respeita, deve prevalecer, pois, tem prioridade em nossa Constituição Federal de 1988: X – “são invioláveis a intimidade, a vida privada, a honra e a imagem das pessoas, assegurado o direito a indenização pelo dano material ou moral decorrente de sua violação”. Diante do exposto, conclui-se que, tanto o direito á liberdade de expressão, quanto o direito à privacidade, tem como objetivo, protege as pessoas, ambos podem e devem ser respeitado, cabe os meios de comunicação se policiarem, para não serem invasivos.",32,3,199,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,84,120,"A saúde deve começar na escola porque são poucos os profissionais da saúde para atender todo tipo de sintoma. Para se formar em medicina há uma grande batalha com longos anos de estudo e dedicação com poucas vagas em universidades publica e nas particulares as mensalidades são estratosféricas. Ensinando a auto-anamnese nas escolas o sistema não entraria em colapso de atendimento. Cada um sabe onde sua ferida dói! A anamnese é uma técnica médica de investigação da situação atual do paciente. Adaptar esta técnica na escola trará muitos benefícios porque a pessoa terá consciência qual a finalidade de cada unidade de medida como: pressão, batimentos cardíacos, pulso, cor dos olhos, do rosto e sintomas. Com a auto-anamnese respondida, a pergunta final é “preciso procurar um médico? Em caso negativo: posso comprar remédio?”. As farmácias já atendem uma determinação da ANVISA que é vender medicamento controlado mediante retenção de receita médica. O governo regula de maneira excelente o mercado farmacêutico impedindo a automedicação e direcionando os casos mais complexos para os médicos que são competentes para diagnosticar, prescrever medicamentos e realizar cirurgias. O sistema de saúde tem poucos profissionais para atender a população, a qualificação para se tornar um médico requer muitos anos de estudo e recursos financeiros. A auto-anamnese adaptada trará maior consciência de quando usar ou não medicamento, ainda destinando apenas os casos mais importantes para os médicos.",82,5,229,12,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,5,1,0,85,160,"Um dos momentos mais importantes na vida de um casal, o nascimento de seu filho, tem se tornado um verdadeiro pesadelo para muitos brasileiros, Relatos de partos feitos de forma brusca, desrespeitosa e negligenciado tem tomado cada vez mais as redes sócias, levantando um problema grave que persiste no Brasil, a falta de partos humanizados em todos os hospitais brasileiros. Sendo uma grave situação que deve ser discutida e solucionada, já que o direitos humano de ser tratado com respeito e dignidade são quebrados fora do parto humanizado. O artigo 6º da constituição brasileira garante a todos o direito saúde e segurança , mas em muitos hospitais tais direitos não são respeitados na hora do parto, transformando esse momento em muito sofrimento, como é o caso da youtuber Ju lima que em se canal na plataforma relata os abusos, desinformação e procedimentos invasivos que sofreu durante o parto em um hospital do sus (sistema unico de saúde), o que gerou traumas para ela e problemas graves de saúde para seu filho, deixando claro o quão prejudicial é esse tipo de procedimento. No Brasil a poucos lugares que oferecem o parto humanizado, e para piorar a situação são realizadas em torno de 60% de cesáreas , muito para os 15% considerado aceitável pela OMS (organização mundial da saúde). Seja pela falta de verba, de estrutura ou despreparo dos profissionais da saúde, esse problema está presente na maioria dos hospitais . Portanto é necessário que o ministério da saúde, educação e economia atuem juntos, criando um projeto de lei, para que seja realizado somente o parto humanizado , por meio da construção de espaços nos hospitais dedicados a esse fim e a implementação de uma matéria sobre esse assunto em todas as escolas de medicina e enfermagem , além de uma cartilha disponibilizada a todas as gestantes sobre seus direitos no parto e assim esperasse que esse momento seja saudável, respeitado e prazeroso.",93,11,316,6,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,86,160,"De tempos em tempos as pessoas fazem especulações sobre o fim do mundo, muitos falam de visões que tiveram, outros de manuscritos achados e não podemos deixar de citar a última previsão originária do calendário maia, onde a civilização desta época contou os dias do ano até está data o que deu asas a imaginação de muitas pessoas . Infelizmente existem muitas pessoas ao redor do mundo que ainda acreditam nessas previsões, deixando de lado suas vidas e muitas vezes até suas casas para se esconderem de possíveis enchentes, explosões, enfim. Cabe-nos ressaltar que alguns textos bíblicos dizem que ""Jesus Cristo"" irá vir, mas ninguém saberá nem o dia e nem a hora. Porém, devemos levar em consideração que existem muitas pessoas céticas quanto aos textos bíblicos, por não serem católicos ou por serem ateus ou de outras religiões, mas o fato é que, se algum dia o mundo vier a acabar, será pelas próprias mãos dos homens, que não se conscientizam da importância que devemos dar ao planeta, o desmatamento ao redor do mundo, a poluição dos rios e mares, a emissão de gases poluentes na atmosfera provocando o aquecimento global, o derretimento das geleiras, tudo isso é gradativo e a sociedade pouco se importa em buscar reais mudanças. Nunca o planeta esteve tão quente e tão frio em algumas regiões. O calendário maia pode simplesmente ter sido escrito até está data por qualquer motivo, do qual pode ser ou não a previsão para está civilização para o fim do mundo. Diante de tantas previsões equivocadas, o melhor mesmo seria se a sociedade mundial buscasse se preocupar com as questões das quais temos em nossas mãos e que temos o poder de mudar os fatos , pois esta não temos como saber e nem mesmo nos programar para tal situação, algo tão subjetivo merece um pouco mais de ceticismo de nossa parte.",139,5,311,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,87,120,"A medicação por conta própria é um dos exemplos de uso indevido de remédios, considerado um problema de saúde pública no Brasil e no mundo. Uma pesquisa recente do ICTQ (Instituto de Ciência Tecnologia e Qualidade), feita em doze capitais do país, mostrou que a automedicação é praticada por 76,4% dos brasileiros. A automedicação, muitas vezes, vista como uma solução para o alívio imediato de alguns sintomas pode trazer consequências graves, como agravamento de uma doença, uma vez que sua utilização inadequada pode esconder determinados sintomas dificultando, assim, o diagnóstico correto, entre muitos outros problemas como: resistência aos remédios, intoxicação, reações alérgicas, dependência e até a morte. As causas dessa prática são muitas, no Brasil, a falta de estrutura do sistema de saúde, a demora no agendamento de consultas em áreas específicas (até 6 meses), a falta de acesso a exames precisos, muitas vezes negados pelo SUS (Sistema Único de Saúde), por serem exames de alto custo, colaboram por agravar ainda mais esse quadro. É preciso mudar esse cenário, para isso, a população e governo precisam trabalhar juntos, a população cuidando da saúde com hábitos mais saudáveis, como exercício físico por exemplo, e o governo investindo mais em medicina preventiva, diminuindo, assim, a necessidade de automedicação.",103,2,206,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,88,40,"A taxa de suicídio aumenta a cada dia que passa, e tentamos entender porquê alguém chegaria a um nível de não suportar a própria vida. A verdade é que antes de uma pessoa se suicidar houve uma história por trás disso e é nisso que devemos nos familiarizar. O trabalho de um policial é extremamente estressante, e muitas vezes não é valorizado como deveria ser e por isso muitas vezes acabam levando o profissional a tristeza, fazer algo e não ser reconhecido pelos seus próprios métodos dia após dia é estressante. A proposta seria um acompanhamento médico para todos os funcionários da polícia e tentarmos reduzir a taxa de suicídio entre polícias que estão crescendo.",61,2,115,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,1,0,1,89,120,"As Doenças Sexualmente Transmissíveis são transmitas através do contato sexual, transfusões sanguíneas, da mãe para o feto, dentre outras situações. De acordo com o Departamento de DST, Aids e Hepatites Virais, a taxa de infectados explodiu entre 2006 e 2015 nas faixas de 15 e 19 anos, onde teve a maior variação, sendo de 187,5%. Medidas devem ser tomadas a fim de reduzir o aumento das DSTs entre os nossos jovens. Indubitavelmente, a informação é um dos caminhos a serem traçados. Conscientizar acerca das DSTs é de extrema importância, pois acomete milhares de jovens brasileiros. A educação sexual tem que ser tratada nas escolas com uma maior eficácia. Abordar o tema é de fundamental importância para uma maior conscientização dos nossos jovens. Palestras com profissionais da área, folhetins infirmativos, trabalhos disciplinares que envolvam a participação de todos os alunos, depoimentos de pessoas que tiveram o contágio com a DSTs, dentre outros meios e artifícios podem ser utilizados como ferramentas para alertar acerca das Doenças Sexualmente Transmissíveis. Decerto, munidos com informações e sendo detentores de conhecimento a nossa juventude apresentará baixas taxas de contágio das DSTs. Além de ser abordado nas escolas, tal temática deve ser tratada também em casa. Os pais e responsáveis devem dialogar com seus filhos, alertá-los sobre o perigo e as consequências de seus atos e orientá-los da melhor forma possível, pois concerne ao seu dever. Destarte, a informação e a educação sexual apresentam-se como ferramentas poderosas concernentes no combate aumento das DSTs entre os jovens brasileiros. Cabe ao Ministério da Saúde, promover campanhas que levem conscientização dos jovens, valendo-se dos meios de comunicação em massa (rádio TV, internet, etc.). Além de realizar parcerias com as instituições de ensino, com o fito de fomentar palestras e rodas de discursões sobre a temática, distribuições de folhetins informativos e demais meios de informações. Cabendo também aos pais e responsáveis, a orientação e o dialogo aberto sobre o tema. Como dizia Immauel ant : “O homem não é nada além daquilo que a educação faz dele”. A educação é uma arma poderosíssima.",70,8,341,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,1,90,120,"Pagar menos num ingresso de um filme, de uma peça teatral ou de um museu realmente é irresistível, porém existem estudantes nos quais nem precisem desse beneficio. Por exemplo, um casal de adultos têm uma renda baixa, e por não serem estudantes eles pagam mais do que um estudante de classe média alta para ir ao cinema . Além disso fazem com que as pessoas que trabalhem em cinemas, museus, peças de teatro ganhem menos do que outros tipos de comércio que não optam em dar desconto e também faz com as pessoas que não desfrutem desse benefício acabe pagando por quem têm o desconto. Muitas pessoas acreditam que a carteirinha de estudante é um grande benefício para os estudantes e que eles podem adquirirem mais cultura e divulgar o cinema nacional. Olhando nesse ponto realmente faz sentido, porém, olhando de outro ponto de vista , as pessoas que não estudam mais acabam pagam a mais por quem só paga meia-entrada. Ocorreu uma mobilização de artistas e alguns estudantes, para que houvesse a diminuição de 50% do desconto para 40%. Alguns atores falaram sobre se ter menos lucro para o cinema por causa da carteirinha, e que só eles saem perdendo, pois em outros setores comerciais não existem descontos para carteirinha do estudante. Além de parecer injusta e baixar os lucros dos produtores de cinema, essa carteirinha faz com que as pessoas que não são estudantes paguem pelas que são estudantes. Se não houvesse essa carteirinha, talvez o ingresso seria mais baixo para todos, pois quem não estuda acaba pagando pelas pessoas que estudam. Mais de 90% da população é a contra a diminuição do desconto da carteirinha, porém poucos têm outro ponto de vista em relação ao desconto, e não reconhecem que esse desconto não é tão maravilhoso como parece ser.",126,6,300,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,5,1,0,91,160,"A pandemia do Covid-19 exigiu que medidas fossem tomadas para conter o contágio da doença, dentre essas medidas destaca-se o fechamento de instituições de ensino presencial, o que fez com que as escolas fossem obrigadas a adotar o sistema de ensino a distância. Esse sistema, rodeado de polêmicas, cria diversos problemas para professores e estudantes, além de ser um sistema segregacionista, uma vez que não permite aos mais pobres o acesso educação. A adoção do EAD limita, e muito, a interação entre aluno e professor, uma vez que, nesse sistema, todos os alunos são obrigados a acompanhar a aula em um tempo ditado pelo professor, não há espaço para um tratamento individualizado, as perguntas têm que ser feitas diante dos outros alunos, o que nem todos se sentem confortáveis em fazer . O mais viável a se fazer, nesse caso, seria a criação de um canal onde os alunos pudessem falar diretamente ao professor fora do momento da aula, como o aplicativo ""Whatsapp"", um ponto importante, nesse caso, é que as dúvidas devem ser mandadas em horários pré-determinados, evitando qualquer inconveniente durante o tempo privado dos professores. Além disso, deve-se ter em vista que o desafio se torna ainda maior em grandes redes de ensino, como a rede pública do estado de São Paulo. Nessa rede, as aulas são transmitidas através do Centro de Mídias de São Paulo, nessas aulas têm-se, apesar da dedicação dos professores, uma grande impessoalidade, milhares de alunos assistem simultaneamente à aula e interagem através de um chat comum, onde , não raro, vândalos praticam ""flood"" . O suporte das escolas também não é capaz derrubar a barreira entre alunos e professores, maioria das escolas sequer criaram sistemas para criar qualquer tipo de interação, apenas postam as atividades que devem ser feitas em blogs. Temos ainda mais duas limitações importantes: a impessoalidade diminui a autoridade do professor sobre o aluno, o que coloca a escola em segundo plano na vida do estudante , e, a pior de todas, a exclusão dos estudantes de baixa renda, que não têm acesso às redes digitais ou mesmo que possua uma deficiência que impeça o uso dos recursos vigentes . Esse último fator limitante vai contra a Declaração Universal dos Direitos Humanos e a Constituição, que garantem a educação e a formação a todos, independentemente de sua condição social ou física, além de aumentar a defasagem entre estudante das escolas públucas e particulares. As demandas impostas nos obrigam a se adaptar a sistemas a distância que deixam a desejar tanto na qualidade do ensino quanto na acessibilidade. Assim, cabe aos estados da União fornecer estrutura para que todos possam acessar às aulas virtuais, a exemplo do convênio que foi feito em São Paulo com operadoras de celular, para os alunos usarem a internet gratuitamente para assistir às aulas, e às escolas de fornecerem um maior suporte aos alunos, aproximando-os dos professores usando de recursos como aplicativos de conversa para estabelecer esse contato.",47,13,487,11,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0
2,3,3,1,92,120,"Em novembro de 2015, ocorria o rompimento da barragem de Mariana da Mineradora Samarco deixando mortos e uma inundação no Distrito de Bento Rodrigues. Três anos depois, ocorre novamente um rompimento de barragem,dessa vez, da Mineradora Vale em Brumadinho, deixando milhares de trabalhadores sem trabalho e destruindo inúmeros distritos. Na busca por soluções para impactos ambientais um grande problema é encontrado: a falta de fiscalização pelos quais as barragens das grandes corporações passam. Os Direitos Humanos, foram descumpridos pelas Minerado. Um alerta teria sido emitido pela ONU para que os funcionários e os morados próximos as barragens fossem protegidos das substâncias e resíduos tóxicos espalhados. Atualmente no Brasil, os riscos de rompimento de uma barragem são verificados pelas próprias mineradoras responsáveis pela construção de suas barragens ou por auditorias contratadas por elas. Além disso, de acordo com a atual legislação, cabe a Agência Nacional de Mineração (ANM) o papel de fiscalizar, em território nacional, a totalidade de barragens de rejeitos de minérios existentes. A Agência conta, atualmente, com apenas 35 fiscais capacitados para exercer esse serviço. Por sua vez, há 790 barragens espalhadas pelo Brasil, o que nos leva a concluir que o cenário preocupante pode ser ainda mais obscuro, pois as fiscalizações in loco são esporádicas, devido a falta de mão de obra especializada. Algumas medidas importantes deveriam ser tomadas para que algum dos problemas ambientais fossem solucionados como:a implementação de sistemas de alertas para evitar mortes e contaminações dos solos e rios, o aumento de fiscais responsáveis para a fiscalização das mesmas , além dessa fiscalização ser feita junto ao governo Federal e punições com valores que façam com que as mineradoras assegurem uma vida digna para os funcionários e moradores de áreas próximas.",63,10,287,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
